agent,bathrooms,building_area,building_name,building_type,decor,elevator,floor_position,link,livingrooms,orientation,price_per_m2,property,region,rooms,school,section,structure,total_price,year
,2,103.0,海逸桃花源记 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219518913.htm,2,南,10990.0,商品房,广州周边,3,,佛山,平层,113.2,2015.0
粤地王地产,1,86.0,跑马地花园 (距5号线潭村站约893米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220467800.htm,2,东,52326.0,商品房,天河,3, 天河区第一实验小学 ,珠江新城东,平层,450.0,1998.0
,1,62.57,城启晴轩 (距1号线长寿路站约258米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219887816.htm,1,东,45549.0,个人产权,荔湾,2, 蒋光鼐纪念小学 ,西关,平层,285.0,1997.0
粤地王地产,1,54.0,蓝天花园 (距2号线白云公园站约779米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220255781.htm,2,东南,10926.0,个人产权,白云,2,,白云大道南,平层,59.0,2004.0
九零后置业,2,82.0,中国美林湖美汇半岛 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_216551000.htm,2,南,8902.0,个人产权,花都,3,,美林湖,,73.0,2013.0
华江置业,1,60.0,碧桂园空港国际 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220108915.htm,2,南,8833.0,个人产权,花都,2,,新区,平层,53.0,2015.0
粤地王地产,2,90.0,亚运城山海湾 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_219324865.htm,2,南北,20556.0,商品房,番禺,3,,亚运城,,185.0,2010.0
誉辉地产,2,102.0,锦绣天伦花园 (距13号线官湖站约1085米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_213576100.htm,2,南,21569.0,个人产权,增城,3, 新塘镇第二小学 甘泉小学 ,新塘南,,220.0,2013.0
宜安居地产,1,98.0,可逸家园 (距8号线宝岗大道站约692米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_215591543.htm,1,东南,43878.0,个人产权,海珠,3, 江南新村第一小学 ,江南大道,平层,430.0,2012.0
祈安地产,1,93.0,嘉福楼 地图,普通住宅,简装修,有,高层,http://esf.gz.fang.com/chushou/3_217467897.htm,2,南北,21505.0,个人产权,白云,3,,新市,,200.0,1997.0
天睿地产,1,71.0,金泽豪庭 (距13号线白江站约754米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220534781.htm,1,北,24648.0,商品房,增城,2, 甘泉小学 ,新塘北,平层,175.0,2008.0
源庆地产,4,268.0,碧桂园凤凰城凤锦苑 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_210911855.htm,2,南,19104.0,个人产权,增城,5,,凤凰城,平层,512.0,2011.0
天睿地产,2,114.0,金泽豪庭 (距13号线白江站约754米) 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_220620979.htm,2,东南,25263.0,商品房,增城,3, 甘泉小学 ,新塘北,平层,288.0,2008.0
链家满堂红,1,45.0,嘉景园 地图,,简装修,无,中层,http://esf.gz.fang.com/chushou/3_220152360.htm,1,北,22222.0,个人产权,白云,1,,新市,,100.0,1997.0
华江置业,1,48.0,星力时代豪庭 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219401978.htm,1,西南,13542.0,个人产权,番禺,1,,华南,平层,65.0,2017.0
远见地产,2,148.0,华南碧桂园翠山蓝天苑 (距7号线南村万博站约799米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220665514.htm,2,南,35135.0,商品房,番禺,3,,华南碧桂园社区,平层,520.0,2005.0
粤地王地产,1,67.0,元邦花苑 (距2号线白云文化广场站约528米) 地图,普通住宅,中装修,有,中层,http://esf.gz.fang.com/chushou/3_219873440.htm,1,南,28209.0,个人产权,白云,2, 萧岗小学 ,新市,平层,189.0,2000.0
远见地产,4,303.0,星河湾6号 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_220623259.htm,2,南北,44554.0,个人产权,番禺,4,,星河湾社区,,1350.0,2010.0
华江置业,2,70.0,从化雅居乐滨江花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220065048.htm,2,南,13571.0,个人产权,从化,2,,街口中心区,平层,95.0,2006.0
壹房置业,2,96.0,碧桂园莲山首府 地图,普通住宅,简装修,无,中层,http://esf.gz.fang.com/chushou/3_216405709.htm,2,东南,20625.0,商品房,番禺,3,,亚运城,,198.0,2013.0
保值地产,1,98.0,东富广场 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_219145868.htm,2,南北,16327.0,个人产权,从化,3,,街口中心区,平层,160.0,2010.0
房至家地产,2,92.0,富丽家园 (距3号线大石站约1186米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220201840.htm,2,南北,17391.0,个人产权,番禺,3,,大石,,160.0,1997.0
江山地产,1,82.0,怡居新村 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_220476553.htm,1,南北,16463.0,个人产权,番禺,3, 大石中心小学 ,大石,,135.0,1995.0
链家满堂红,2,183.0,尚东君御 (距5号线猎德站约450米) 地图,,简装修,无,中层,http://esf.gz.fang.com/chushou/3_218469318.htm,2,南,114754.0,个人产权,天河,4, 体育东路小学北校区 体育东路小学中校区 ,珠江新城中,,2100.0,2013.0
正丰言地产,1,50.0,沙溪小区 (距2号线江泰路站约945米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_219795672.htm,2,东南,10400.0,个人产权,海珠,2,,东晓南,,52.0,1980.0
中祈地产,1,88.0,祈福新村蝶舞轩 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_214766026.htm,2,南,27841.0,个人产权,番禺,3,,祈福,错层,245.0,2002.0
名悦地产,1,102.0,保利世贸公寓    (距8号线琶洲站约219米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220377266.htm,1,南,28431.0,个人产权,海珠,1,,琶洲,,290.0,2013.0
宏华地产,2,99.0,南沙珠江湾 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_210135122.htm,2,南,17677.0,个人产权,南沙,4,,旧镇,平层,175.0,2015.0
江山地产,1,88.0,华侨城 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_218769909.htm,2,南,14432.0,个人产权,番禺,3, 市桥西丽小学 ,市桥西,平层,127.0,1996.0
裕丰地产,2,102.0,顺宝·天誉花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_207337881.htm,2,南北,8333.0,个人产权,广州周边,3,,肇庆,平层,85.0,2016.0
华江置业,2,103.0,杏林花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220349948.htm,2,南,14563.0,个人产权,花都,3,,新区,平层,150.0,2003.0
江山地产,2,90.0,市桥南绿庭雅苑 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_219325773.htm,2,南,18667.0,个人产权,番禺,3, 陈涌小学 ,市桥南,平层,168.0,2005.0
誉辉地产,1,80.0,敏捷绿湖国际城 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_215548951.htm,2,南北,13500.0,个人产权,增城,2,,挂绿新城,,108.0,2017.0
地旺地产,5,280.0,金竹家园 地图,普通住宅,毛坯,有,高层,http://esf.gz.fang.com/chushou/3_217575072.htm,2,南,16071.0,个人产权,增城,6,,荔城大道南,复式,450.0,2010.0
远见地产,1,70.0,吉祥北园 (距2号线洛溪站约124米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220603211.htm,2,南北,19714.0,个人产权,番禺,2,,洛溪,,138.0,1997.0
远见地产,2,128.0,丽江花园左岸 地图,普通住宅,简装修,无,中层,http://esf.gz.fang.com/chushou/3_219442945.htm,2,暂无,36797.0,商品房,番禺,4, 丽江小学 ,南浦,平层,471.0,2004.0
中祈地产,2,122.0,祈福新村青怡居 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_214770310.htm,2,南,25000.0,个人产权,番禺,4,,祈福中区,平层,305.0,2002.0
福顺地产,2,120.0,优山悦海 地图,普通住宅,毛坯,有,低层,http://esf.gz.fang.com/chushou/3_218459280.htm,2,暂无,19083.0,个人产权,南沙,3, 华南师范大学附属南沙小学 ,旧镇,平层,229.0,2014.0
云峰物业,2,176.0,云峰花园 (距9号线清埗约457米) 地图,豪宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_215193911.htm,2,南,22727.0,个人产权,花都,4, 云峰小学 ,镜湖大道,复式,400.0,2004.0
合富置业,2,99.0,南沙珠江湾 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220655259.htm,2,南,17778.0,个人产权,南沙,4,,旧镇,复式,176.0,2015.0
华江置业,3,212.0,龙湖首开天宸原著别墅 地图,,精装修,,低层,http://esf.gz.fang.com/chushou/10_219846578.htm,3,南,45189.0,,天河,5,,东圃,,958.0,2012.0
Q房网,2,76.0,君华御府 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_214285264.htm,2,南,28684.0,个人产权,番禺,3, 市桥实验小学 ,市桥南,平层,218.0,2016.0
粤地王地产,1,75.0,昌岗小区 (距8号线宝岗大道站约216米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_220086865.htm,2,南北,22400.0,商品房,海珠,3,,昌岗路,平层,168.0,1998.0
加顺地产,1,80.0,保税广场 地图,普通住宅,简装修,无,高层,http://esf.gz.fang.com/chushou/3_215475175.htm,1,东南,19750.0,个人产权,黄埔,2,,开发西区,,158.0,2000.0
粤地王地产,2,99.0,狮岭桂华楼 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_219324289.htm,2,南,6465.0,商品房,花都,3,,狮岭,,64.0,1996.0
裕丰地产,1,36.0,长华国际中心 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_214393797.htm,1,南,11389.0,个人产权,广州周边,1,,佛山,平层,41.0,2017.0
英辉物业,1,80.0,第三金碧花园 (距2号线东晓南站约990米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_220723450.htm,2,南北,43125.0,个人产权,海珠,2,,工业大道南,平层,345.0,2007.0
置家地产,2,143.0,保利香雪山 (距6号线萝岗站约745米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_215830029.htm,2,南,31329.0,个人产权,黄埔,4, 广州市萝岗区香雪小学 ,萝岗,平层,448.0,2009.0
信腾地产,2,99.0,顺德碧桂园芷兰湾 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_216426590.htm,2,南,12626.0,个人产权,番禺,3,,顺德碧桂园社区,,125.0,2008.0
中原地产,2,137.0,南国公馆 (距5号线猎德站约960米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_220625903.htm,2,南北,59132.0,个人产权,天河,4,,珠江新城中,,810.11,2009.0
江山地产,1,64.0,泰安居 (距8号线中大站约897米) 地图,普通住宅,中装修,无,中层,http://esf.gz.fang.com/chushou/3_220558151.htm,1,东南,21562.0,个人产权,海珠,2,,东晓南,平层,138.0,1998.0
Q房网,1,77.08,粤韵庭园 (距5号线员村站约908米) 地图,普通住宅,简装修,无,中层,http://esf.gz.fang.com/chushou/3_215460586.htm,1,东,56824.0,个人产权,天河,3, 员村小学 ,员村,平层,438.0,2002.0
裕丰地产,5,310.0,溢盈湖畔别墅 地图,,毛坯,,低层,http://esf.gz.fang.com/chushou/10_219819396.htm,3,东,18710.0,,花都,5,,狮岭,,580.0,2010.0
住家帮地产,1,45.0,盈生林上湾 地图,,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220143904.htm,1,南北,14000.0,个人产权,广州周边,1,,佛山,,63.0,2018.0
皇朝置业,2,95.0,新世界花园 (距13号线沙村站约425米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_216305781.htm,2,北,17368.0,个人产权,增城,3,,新塘南,平层,165.0,2000.0
粤地王地产,2,71.0,东方苑 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_217029017.htm,2,暂无,9718.0,商品房,花都,2,,花山,平层,69.0,2012.0
方庭地产,1,71.2,水荫直街小区 (距5号线动物园站约545米) 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_213831355.htm,1,东北,44382.0,个人产权,越秀,3, 水荫路小学 ,水荫路,,316.0,1992.0
粤地王地产,2,85.0,新港东电力设计院宿舍 (距8号线磨碟沙站约303米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220529783.htm,2,南北,38824.0,个人产权,海珠,3,,赤岗,,330.0,1996.0
凯城地产,2,145.0,万科四季花城 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220600565.htm,2,南北,28276.0,个人产权,白云,3,,金沙洲南,,410.0,2004.0
远见地产,2,156.0,华南碧桂园翠山蓝天苑 (距7号线南村万博站约799米) 地图,,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_220688624.htm,2,东南,35256.0,商品房,番禺,4,,华南碧桂园社区,,550.0,2005.0
融德邦地产,1,89.0,从化怡景楼 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220015414.htm,2,南,6067.0,个人产权,从化,3,,太平,平层,54.0,2010.0
扬帆地产,1,85.0,富悦花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220486820.htm,2,南北,18588.0,个人产权,白云,3, 景泰小学柯子岭校区 ,白云大道南,平层,158.0,1998.0
穗坤地产,1,79.0,云涛花园 (距3号线支线同和站约218米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219549524.htm,1,西,19494.0,商品房,白云,2, 同和小学 ,广州大道北,平层,154.0,1995.0
融德邦地产,1,105.0,华南碧桂园翠宏台 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220254571.htm,2,南,29524.0,商品房,番禺,3,,华南碧桂园社区,平层,310.0,2003.0
共和地产,1,98.0,花都雅居乐一期 (距9号线马鞍山公园约669米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220150126.htm,2,南,25000.0,商品房,花都,3,,新区,平层,245.0,2005.0
地旺地产,4,200.0,锦绣御景苑别墅 地图,,毛坯,,低层,http://esf.gz.fang.com/chushou/10_214697586.htm,2,南,18000.0,,增城,4,,荔城大道北,,360.0,2009.0
合富置业,2,143.0,汇景新城棕榈园 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_214563472.htm,2,南北,58042.0,个人产权,天河,3, 第四十七中汇景实验学校小学部 ,汇景新城社区,平层,830.0,2004.0
家家顺地产,2,82.0,锦绣天伦花园 (距13号线官湖站约1085米) 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_219909856.htm,2,南,17073.0,商品房,增城,3, 新塘镇第二小学 甘泉小学 ,新塘南,平层,140.0,2013.0
誉轩地产,3,212.0,广州雅居乐花园天域 (距7号线员岗站约745米) 地图,普通住宅,毛坯,有,高层,http://esf.gz.fang.com/chushou/3_220177133.htm,2,南北,38915.0,个人产权,番禺,5, 南村中心小学 雅居乐小学 ,广州雅居乐,平层,825.0,2007.0
,2,52.0,文昌北小区 (距1号线陈家祠站约322米) 地图,普通住宅,简装修,无,中层,http://esf.gz.fang.com/chushou/3_219676423.htm,2,东南,40385.0,个人产权,荔湾,3, 乐贤坊小学 耀华小学 ,陈家祠,平层,210.0,1999.0
祈天置业,2,98.0,祈福新村山泉居 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220202143.htm,2,南,23673.0,商品房,番禺,3,,祈福新区,平层,232.0,2003.0
中原地产,1,40.0,华景新城 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219105573.htm,1,东,55750.0,个人产权,天河,1, 华景小学 ,华景新城社区,平层,223.0,1998.0
新置业房产,1,69.0,庄士映蝶蓝湾 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220713108.htm,1,南北,13333.0,个人产权,番禺,2, 石楼中心小学 ,亚运城,,92.0,2012.0
粤地王地产,1,93.0,赤岗丽景花园 (距8号线磨碟沙站约443米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220529547.htm,2,南北,28495.0,个人产权,海珠,3,,赤岗,,265.0,2000.0
穗坤地产,1,52.0,云东小区 (距3号线支线同和站约177米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219373356.htm,1,南,27885.0,商品房,白云,2, 同和小学 ,广州大道北,平层,145.0,1997.0
华江置业,1,70.0,金福馨庭 (距9号线花城路约214米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220558445.htm,2,南北,11429.0,个人产权,花都,2,,旧区,平层,80.0,2009.0
铖安信地产,1,38.0,陆居路小区 (距1号线芳村站约237米) 地图,普通住宅,中装修,无,中层,http://esf.gz.fang.com/chushou/3_218813622.htm,1,南北,17895.0,个人产权,荔湾,1, 康有为纪念小学 ,芳村,,68.0,1997.0
裕丰地产,1,70.0,南雅苑 (距3号线石牌桥站约547米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_218961850.htm,2,东南,45714.0,个人产权,天河,2, 体育东路小学北校区 冼村小学 ,石牌桥,,320.0,1998.0
承润地产,5,232.0,万科城·明别墅 (距6号线金峰站约263米) 地图,,豪华装修,,高层,http://esf.gz.fang.com/chushou/10_207290007.htm,4,南,56034.0,,黄埔,7,,萝岗,,1300.0,2009.0
粤地王地产,1,42.0,港湾四村 (距5号线大沙地站约590米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_217055524.htm,1,南北,19048.0,商品房,黄埔,1,,大沙地,平层,80.0,1984.0
远见地产,1,76.0,广州雅居乐花园 (距7号线员岗站约634米) 地图,,精装修,无,低层,http://esf.gz.fang.com/chushou/3_220540747.htm,2,东南,35526.0,商品房,番禺,2, 南村中心小学 云山学校 雅居乐小学 ,广州雅居乐,,270.0,2010.0
融德邦地产,2,138.0,美林湖国际社区 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220160877.htm,2,南,7464.0,商品房,花都,3,,美林湖,平层,103.0,2007.0
誉辉地产,2,107.0,敏捷莱茵花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216499891.htm,2,南北,19626.0,个人产权,增城,3,,增江,,210.0,2012.0
粤大置业,1,16.0,上寓 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_219306823.htm,1,东南,61250.0,个人产权,天河,1, 天府路小学 ,天河公园,复式,98.0,2005.0
德诚行地产,1,35.0,沙园广重小区 (距广佛线沙园站约482米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_220152201.htm,1,南北,28571.0,个人产权,海珠,1, 菩提路小学沙园校区 ,工业大道北,复式,100.0,2001.0
正丰言地产,1,27.13,星星华园国际 (距广佛线季华园站约278米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220509359.htm,1,东南,21010.0,个人产权,广州周边,2,,佛山,,57.0,2015.0
